Name,Nation,Club,League,OVR,POT,Age,Height,Weight,Position,Reputation,Value,Wage
James Chester,Wales , Derby County , England League One (3),66,66,33,180cm,75kg,CB,1,£375K,£2.1K
Matheus Rossetto,Brazil , Atlanta United FC , USA Major League Soccer (1),66,67,26,180cm,75kg,"CM, CDM",1,£900K,£2.3K
Oliver Turton,England , Huddersfield Town , England Championship (2),67,67,29,180cm,75kg,"RWB, RB, CB",1,£800K,£6K
Daniele Liotti,Italy , Reggina , Italy Serie B (2),67,67,28,180cm,75kg,"LB, LM",1,£825K,£1.1K
Giacomo Ricci,Italy , Bari , Italy Serie B (2),67,70,25,180cm,75kg,LB,1,£1.1M,£1.5K
Roman Kerschbaum,Austria , Rapid Wien , Austria Bundesliga (1),67,67,28,180cm,75kg,"CM, CAM, CDM",1,£925K,£9K
Matias Ibanez,Argentina , Colon , Argentina Primera Division (1),68,68,35,180cm,75kg,GK,1,£350K,£2.4K
Sam Greenwood,England , Leeds United , England Premier League (1),69,80,20,180cm,75kg,"CAM, CF, CM",1,£2.8M,£11.5K
Andrew Farrell,United States , New England Revolution , USA Major League Soccer (1),69,69,30,180cm,75kg,CB,1,£1000K,£3.5K
Luis Cardozo,Paraguay , Libertad , CONMEBOL Libertadores,69,69,33,180cm,75kg,"CB, RB",1,£600K,£8.1K
Benjamin Goller,Germany , 1. FC Nurnberg , Germany 2. Bundesliga (2),69,73,23,180cm,75kg,"RM, CF, LM",1,£1.8M,£5.1K
Wu Xi,China PR , Shanghai Shenhua , China Super League (1),69,69,33,180cm,75kg,"CM, CDM",1,£775K,£7.3K
Bartosz Nowak,Poland , Rakow Czstochowa , Poland Ekstraklasa (1),70,70,29,180cm,75kg,"CF, CAM",1,£1.4M,£7.6K
Josh Tymon,England , Stoke City , England Championship (2),70,74,23,180cm,75kg,"LWB, LB",1,£1.9M,£11K
Moussa Djitte,Senegal , AC Ajaccio , France Ligue 1 (1),70,76,22,180cm,75kg,ST,1,£2.3M,£9.1K
Brian Blasi,Argentina , Central Cordoba , Argentina Primera Division (1),70,70,26,180cm,75kg,"RB, CB, RWB",1,£1.4M,£6.5K
Busanello,Brazil , Malmo FF , Sweden Allsvenskan (1),71,76,23,180cm,75kg,LB,1,£2.4M,£4.1K
Oscar Plano,Spain , Real Valladolid , Spain Primera Division (1),73,73,31,180cm,75kg,"LM, RM, CAM",1,£2.3M,£16.5K
Jean-Louis Leca,France , RC Lens , France Ligue 1 (1),73,73,36,180cm,75kg,GK,2,£475K,£10.5K
Matteo Brunori,Italy , Palermo , Italy Serie B (2),73,73,27,180cm,75kg,ST,1,£3M,£4.6K
Ilie Sanchez,Spain , Los Angeles FC , USA Major League Soccer (1),74,74,31,180cm,75kg,"CDM, CB, CM",1,£2.7M,£6.6K
Nacho Vidal,Spain , CA Osasuna , Spain Primera Division (1),75,75,27,180cm,75kg,"RB, RWB",1,£4.9M,£20.5K
Abel Ruiz,Spain , Braga , Portugal Primeira Liga (1),75,83,22,180cm,75kg,ST,1,£11.5M,£12K
Jonathan Gradit,France , RC Lens , France Ligue 1 (1),76,76,29,180cm,75kg,CB,1,£5.5M,£26K
Riccardo Sottil,Italy , Fiorentina , Italy Serie A (1),76,81,23,180cm,75kg,"LW, RW",1,£10M,£39.5K
Leandro Paredes,Argentina , Juventus , Italy Serie A (1),79,79,28,180cm,75kg,"CM, CDM",2,£16M,£93K
Elijah Dixon-Bonner,England , Queens Park Rangers , England Championship (2),59,72,21,180cm,75kg,"CDM, CM",1,£475K,£3.1K
Dilyimit Tudi,China PR , Henan Songshan Longmen FC , China Super League (1),59,63,23,180cm,75kg,"CM, RM",1,£300K,£1.6K
TP Rehenesh,India , Jamshedpur FC , Indian Super League (1),59,60,29,180cm,75kg,GK,1,£170K,£1.8K
Dorukhan Tokoz,Turkey , Trabzonspor , Turkey S√ºper Lig (1),75,78,26,180cm,75kg,"CM, CDM, RB",1,£6.5M,£28.5K
Alex Parsons,Australia , Sydney FC , Australia A-League (1),59,68,22,180cm,75kg,"RW, LW",1,£450K,£1.4K
Justin Rennicks,United States , New England Revolution , USA Major League Soccer (1),58,65,23,180cm,75kg,ST,1,£375K,£1.2K
Li Hailong,China PR , Shandong Taishan , China Super League (1),58,61,26,180cm,75kg,"RB, CM",1,£220K,£2.8K
Lee Joon Suk,Korea Republic , Gimcheon Sangmu , Korea K League 1 (1),58,67,22,180cm,75kg,"LM, CAM, ST",1,£400K,£700
Hormipam Ruivah,India , Kerala Blasters FC , Indian Super League (1),58,68,21,180cm,75kg,CB,1,£375K,£2.2K
Antonio Ceza,Chile , , ,58,65,19,180cm,75kg,CB,1,£325K,£500
Guillermo Gajardo,Chile , Nublense , CONMEBOL Sudamericana,57,65,20,180cm,75kg,GK,1,£275K,£1.6K
Rob Tol,Netherlands , FC Volendam , Holland Eredivisie (1),57,68,18,180cm,75kg,RWB,1,£300K,£500
Joel Sundstrom,Sweden , Varbergs BoIS , Sweden Allsvenskan (1),57,68,21,180cm,75kg,CM,1,£325K,£500
Dixon Contreras,Chile , , ,57,71,20,180cm,75kg,GK,1,£300K,£500
Imam Jagne,Sweden , Mjallby AIF , Sweden Allsvenskan (1),56,71,18,180cm,75kg,CDM,1,£275K,£500
Antoine Joujou,France , Le Havre AC , France Ligue 2 (2),56,71,19,180cm,75kg,ST,1,£300K,£801
Nicolas Delpech,France , Pau FC , France Ligue 2 (2),56,65,20,180cm,75kg,CDM,1,£275K,£600
Elliot Stroud,Sweden , Mjallby AIF , Sweden Allsvenskan (1),56,70,20,180cm,75kg,LWB,1,£300K,£500
Efe Arda Koyuncu,Turkey , Istanbul Ba_ak_ehir FK , Turkey S√ºper Lig (1),56,75,17,180cm,75kg,CB,1,£300K,£500
Jasper Meijster,Netherlands , FC Groningen , Holland Eredivisie (1),57,77,17,180cm,75kg,GK,1,£350K,£500
Maurilio de Lannoy,Netherlands , FC Emmen , Holland Eredivisie (1),57,74,18,180cm,75kg,"RM, RB",1,£150K,£501
Daniel Tiefenbach,Hungary , Austria Lustenau , Austria Bundesliga (1),58,64,23,180cm,75kg,CM,1,£300K,£1.2K
Pablo Castrin,Spain , CD Lugo , Spain Segunda Division (2),58,69,22,180cm,75kg,CB,1,£375K,£1.1K
Aldair Pena,Venezuela , Estudiantes de Merida , CONMEBOL Sudamericana,59,67,21,180cm,75kg,GK,1,£400K,£1.4K
Felix Allgaier,Germany , SC Freiburg II , Germany 3. Liga (3),55,68,19,180cm,75kg,CDM,1,£250K,£500
Jed Drew,Australia , Macarthur FC , Australia A-League (1),55,67,19,180cm,75kg,"RM, LM, ST",1,£275K,£500
Matt Hatch,Australia , Perth Glory , Australia A-League (1),55,63,21,180cm,75kg,"LWB, LM",1,£240K,£600
Simon Bengtsson,Sweden , Helsingborgs IF , Sweden Allsvenskan (1),56,70,18,180cm,75kg,LB,1,£275K,£500
Brandon Khela,England , Birmingham City , England Championship (2),54,73,17,180cm,75kg,CM,1,£240K,£551
Jake Girdwood-Reich,Australia , Sydney FC , Australia A-League (1),54,68,18,180cm,75kg,"CDM, CM",1,£210K,£500
Sultan Al Harbi,Saudi Arabia , Al Fayha , Saudi Pro League (1),54,63,22,180cm,75kg,CB,1,£200K,£2.6K
Bikash Yumnam,India , Chennaiyin FC , Indian Super League (1),53,67,18,180cm,75kg,CB,1,£180K,£701
Eliezer Mayenda,Spain , FC Sochaux , France Ligue 2 (2),53,79,17,180cm,75kg,ST,1,£90K,£500
Warren Davis,Republic of Ireland , Drogheda United , Rep. Ireland Premier Division (1),52,65,17,180cm,75kg,LM,1,£160K,£500
Sofiane Boudraa,Algeria , Valenciennes FC , France Ligue 2 (2),52,67,19,180cm,75kg,RM,1,£170K,£551
Jesper Webber,Australia , Macarthur FC , Australia A-League (1),52,68,18,180cm,75kg,RM,1,£70K,£500
El Hadji Malick Diouf,Senegal , Tromso IL , Norway Eliteserien (1),53,68,17,180cm,75kg,CB,1,£180K,£500
Carl Ljungberg,Sweden , Degerfors IF , Sweden Allsvenskan (1),53,70,18,180cm,75kg,CM,1,£90K,£500
Liu Yixin,China PR , Henan Songshan Longmen FC , China Super League (1),51,63,21,180cm,75kg,"LB, LWB",1,£120K,£1.1K
Benjamin Cremaschi,United States , Inter Miami , USA Major League Soccer (1),51,74,17,180cm,75kg,CM,1,£50K,£500
Suwailem Al Menhali,Saudi Arabia , Al Ittihad , Saudi Pro League (1),51,66,18,180cm,75kg,CB,1,£110K,£1.2K
Sun Qinhan,China PR , Cangzhou Mighty Lions , China Super League (1),48,56,22,180cm,75kg,RM,1,£90K,£1K
Mark Zothanpuia,India , Hyderabad FC , Indian Super League (1),47,55,20,180cm,75kg,CM,1,£90K,£1.4K
Thomas Waddingham,Australia , Brisbane Roar , Australia A-League (1),50,65,17,180cm,75kg,"ST, LM",1,£100K,£500
Carlos Soler,Spain , Paris Saint-Germain , France Ligue 1 (1),82,85,25,180cm,76kg,CM,2,£36M,£82K
Vincenzo Grifo,Italy , SC Freiburg , Germany 1. Bundesliga (1),82,82,29,180cm,76kg,"LM, CF, CAM",2,£27M,£38.5K
Nacho Fernandez,Spain , Real Madrid , Spain Primera Division (1),82,82,32,180cm,76kg,"CB, LB, RB",2,£18M,£140K
Jadon Sancho,England , Manchester United , England Premier League (1),82,86,22,180cm,76kg,"LW, RW, LM",3,£40M,£115K
Timo Werner,Germany , RB Leipzig , Germany 1. Bundesliga (1),82,83,26,180cm,76kg,"ST, LW",3,£33M,£66K
Salih Ozcan,Turkey , Borussia Dortmund , Germany 1. Bundesliga (1),79,82,24,180cm,76kg,"CDM, CM",1,£19.5M,£34.5K
Benjamin Andre,France , LOSC Lille , France Ligue 1 (1),79,79,32,180cm,76kg,"CDM, CM",2,£10.5M,£31.5K
Hugo Duro,Spain , Valencia CF , Spain Primera Division (1),75,81,22,180cm,76kg,"ST, LM",1,£8M,£25.5K
Erick Gameira,Brazil , Athletico Paranaense , CONMEBOL Libertadores,74,74,30,180cm,76kg,"ST, CF",1,£3.7M,£12.5K
Mariano,Dominican Republic , Real Madrid , Spain Primera Division (1),74,74,29,180cm,76kg,ST,1,£3.8M,£98K
Mirco Antenucci,Italy , Bari , Italy Serie B (2),73,73,37,180cm,76kg,ST,1,£925K,£3.5K
Badou Ndiaye,Senegal , Adana Demirspor , Turkey S√ºper Lig (1),73,73,31,180cm,76kg,"CM, CDM, CAM",1,£2.2M,£16K
Rivaldo Coetzee,South Africa , Mamelodi Sundowns FC , Rest of World,72,77,25,180cm,76kg,"CDM, CB",1,£2.8M,£15K
Filip Stojkovic,Montenegro , LASK , Austria Bundesliga (1),72,72,29,180cm,76kg,RB,1,£1.9M,£16.5K
Giuseppe Sibilli,Italy , Pisa , Italy Serie B (2),70,73,26,180cm,76kg,"CF, LW, CAM",1,£1.9M,£3.1K
Maxime Colin,France , Birmingham City , England Championship (2),70,70,30,180cm,76kg,"RWB, RB, CB",1,£1.2M,£15.5K
Noah Katterbach,Germany , Hamburger SV , Germany 2. Bundesliga (2),69,78,21,180cm,76kg,LB,1,£2.7M,£4.2K
Juan Sforza,Argentina , Newell's Old Boys , Argentina Primera Division (1),69,83,20,180cm,76kg,"CDM, CM",1,£2.9M,£4.3K
Ivan Scarpeta,Colombia , Junior de Barranquilla , CONMEBOL Sudamericana,68,71,26,180cm,76kg,"CB, LB",1,£1.3M,£6.2K
Pedro Miguel, , NG - FA , Free Agents League,68,68,32,180cm,76kg,"RWB, CB",1,£750K,£5.6K
Franco Soldano,Argentina , Gimnasia y Esgrima La Plata , Argentina Primera Division (1),68,68,27,180cm,76kg,"ST, RM, CAM",1,£1.2M,£6.7K
Ba-Muaka Simakala,Germany , VfL Osnabruck , Germany 3. Liga (3),68,69,25,180cm,76kg,"RW, LW, CAM",1,£1.3M,£2.5K
Jose Sagredo,Bolivia , , ,67,67,28,180cm,76kg,"CB, LB",1,£800K,£500
Flavien-Enzo Boyomo,France , Albacete Balompie , Spain Segunda Division (2),67,79,20,180cm,76kg,"CB, RB",1,£2.1M,£1.9K
Gustavo Sangare,Burkina Faso , Quevilly Rouen Metropole , France Ligue 2 (2),67,72,25,180cm,76kg,"CDM, CM",1,£1.2M,£1.8K
Luca Schnellbacher,Germany , SV Elversberg , Germany 3. Liga (3),67,67,28,180cm,76kg,"ST, LM",1,£950K,£1.1K
Frank Fielding,England , Stoke City , England Championship (2),67,67,34,180cm,76kg,GK,1,£450K,£6.4K
Sebastian Stolze,Germany , Hannover 96 , Germany 2. Bundesliga (2),67,67,27,180cm,76kg,"CAM, LM, RM",1,£975K,£8.3K
Jordi Calavera,Spain , CD Lugo , Spain Segunda Division (2),67,68,27,180cm,76kg,"RB, RWB",1,£975K,£2.7K
Sergio Lopez,Argentina , , ,66,66,33,180cm,76kg,"CM, CDM, LW",1,£475K,£500
Adam Phillips,England , Barnsley , England League One (3),66,68,24,180cm,76kg,CM,1,£1000K,£3.2K
Mudasiru Salifu,Ghana , Al Batin , Saudi Pro League (1),66,70,25,180cm,76kg,"CDM, CM",1,£975K,£3.9K
Warren Tchimbembe,Congo , En Avant Guingamp , France Ligue 2 (2),65,70,24,180cm,76kg,"CM, LM, RM",1,£975K,£1.9K
Federico Viviani,Italy , Brescia , Italy Serie B (2),65,65,30,180cm,76kg,"CM, CDM",1,£625K,£1.3K
Eman Markovic,Norway , IFK Goteborg , Sweden Allsvenskan (1),64,71,23,180cm,76kg,"LM, RM",1,£1.1M,£1.1K
Patricio Ostachuk,Argentina , Independiente , Argentina Primera Division (1),64,70,22,180cm,76kg,"CB, RB",1,£775K,£2.4K
Nikola Stosic,Austria , SV Ried , Austria Bundesliga (1),64,70,22,180cm,76kg,"CDM, CM",1,£775K,£2K
Mayckel Lahdo,Sweden , AZ , Holland Eredivisie (1),64,78,19,180cm,76kg,"RW, LW",1,£1.3M,£1.5K
Connor Randall,England , Ross County , Scotland Premiership (1),64,65,26,180cm,76kg,"RB, LB",1,£575K,£1.6K
David Wheeler,England , Wycombe Wanderers , England League One (3),64,64,31,180cm,76kg,"CM, RM",1,£425K,£2.3K
Hans Mulder,Netherlands , RKC Waalwijk , Holland Eredivisie (1),63,63,35,180cm,76kg,"CB, CDM, CM",1,£110K,£1.1K
Wilder Viera,Paraguay , Cerro Porteno , CONMEBOL Libertadores,63,74,20,180cm,76kg,"CDM, CM",1,£900K,£2.5K
Manuel Haas,Austria , VfL Osnabruck , Germany 3. Liga (3),63,63,26,180cm,76kg,LB,1,£425K,£1.1K
Cedric Harenbrock,Germany , Rot-Weiss Essen , Germany 3. Liga (3),63,68,24,180cm,76kg,CAM,1,£650K,£1.1K
Tomasz Kupisz,Poland , Jagiellonia BiaBystok , Poland Ekstraklasa (1),63,63,32,180cm,76kg,"RM, CM",1,£350K,£2.1K
Marc Leonard,Scotland , Northampton Town , England League Two (4),63,74,20,180cm,76kg,"CM, CDM",1,£950K,£2.8K
Ronny Labonne,France , Nimes Olympique , France Ligue 2 (2),62,67,24,180cm,76kg,"RB, CM, CB",1,£500K,£1K
Jamie Sterry,England , Hartlepool United , England League Two (4),62,63,26,180cm,76kg,"RWB, RB",1,£375K,£1.7K
Leo Mikic,Croatia , SV Ried , Austria Bundesliga (1),62,63,25,180cm,76kg,"LM, CF, ST",1,£425K,£2K
Laurin Ulrich,Germany , VfB Stuttgart , Germany 1. Bundesliga (1),61,84,17,180cm,76kg,"CM, CAM, LM",1,£300K,£500
Henri Koudossou,Germany , Austria Lustenau , Austria Bundesliga (1),60,69,22,180cm,76kg,RM,1,£500K,£1.2K
Jacob Eng,Norway , Valerenga Fotball , Norway Eliteserien (1),60,80,17,180cm,76kg,"RW, LW",1,£600K,£500
Juan Peinipil,Argentina , Arsenal de Sarandi , Argentina Primera Division (1),59,67,21,180cm,76kg,ST,1,£450K,£1.3K
Theo Le Normand,France , En Avant Guingamp , France Ligue 2 (2),59,67,22,180cm,76kg,LM,1,£450K,£1.1K
Petur Knudsen,Faroe Islands , Lyngby BK , Denmark Superliga (1),59,64,24,180cm,76kg,ST,1,£300K,£1.7K
Ezequiel Herrera,Argentina , San Lorenzo de Almagro , Argentina Primera Division (1),60,72,19,180cm,76kg,"RWB, RB, CB",1,£500K,£1K
Yannik Moker,Germany , FSV Zwickau , Germany 3. Liga (3),62,70,23,180cm,76kg,"CDM, CM",1,£750K,£500
Diego Aznar,Spain , SD Huesca , Spain Segunda Division (2),62,72,19,180cm,76kg,ST,1,£775K,£1.2K
Jean-Matteo Bahoya,France , Angers SCO , France Ligue 1 (1),63,81,17,180cm,76kg,CAM,1,£425K,£551
Elder Arauz,Bolivia , Guabira , CONMEBOL Sudamericana,63,63,32,180cm,76kg,GK,1,£300K,£1.9K
Gary O'Neill,Republic of Ireland , Shamrock Rovers , Rep. Ireland Premier Division (1),63,63,27,180cm,76kg,CM,1,£450K,£851
Lorand Fulop,Romania , Universitatea Cluj , Romania Liga I (1),64,69,25,180cm,76kg,"CAM, LW, ST",1,£775K,£1.5K
Damian Bobadilla,Paraguay , Cerro Porteno , CONMEBOL Libertadores,64,71,21,180cm,76kg,"CM, CDM",1,£1.1M,£3.2K
Adnan Aganovic,Croatia , Sepsi OSK , Romania Liga I (1),64,64,34,180cm,76kg,"CM, RM",1,£240K,£3K
Cristian Montano,Colombia , Livingston , Scotland Premiership (1),64,64,30,180cm,76kg,LB,1,£450K,£1.6K
James Norwood,England , Barnsley , England League One (3),65,65,31,180cm,76kg,ST,1,£550K,£3.5K
Macauley Bonne,Zimbabwe , Charlton Athletic , England League One (3),65,66,26,180cm,76kg,ST,1,£775K,£3.3K
Niall Ennis,England , Plymouth Argyle , England League One (3),66,71,23,180cm,76kg,"ST, LW",1,£1.2M,£3.5K
Mael Corboz,United States , SC Verl , Germany 3. Liga (3),66,66,27,180cm,76kg,"CM, CDM",1,£825K,£851
Joao Vigario,Portugal , Pacos de Ferreira , Portugal Primeira Liga (1),66,67,26,180cm,76kg,LB,1,£825K,£2.7K
Horacio Salaberry,Uruguay , River Plate Montevideo , CONMEBOL Sudamericana,67,67,35,180cm,76kg,CB,1,£240K,£3.4K
Pablo Garcia,Uruguay , River Plate Montevideo , CONMEBOL Sudamericana,67,73,23,180cm,76kg,"RM, LM, CAM",1,£1.4M,£4.5K
Serginho,Brazil , Giresunspor , Turkey S√ºper Lig (1),67,67,27,180cm,76kg,"RM, LM",1,£975K,£4.6K
Diogo Calila,Portugal , Santa Clara , Portugal Primeira Liga (1),67,74,23,180cm,76kg,"RB, LB",1,£1.7M,£1.8K
Ronnie Edwards,England , Peterborough United , England League One (3),68,80,19,180cm,76kg,CB,1,£2.4M,£2.4K
Milos Ninkovic,Serbia , Western Sydney Wanderers , Australia A-League (1),68,68,37,180cm,76kg,CAM,1,£350K,£2.8K
Leonel Quinonez,Ecuador , LDU Quito , CONMEBOL Sudamericana,69,69,29,180cm,76kg,"LB, LM, LWB",1,£1.1M,£9.3K
Mehdi Chahiri,France , Paris FC , France Ligue 2 (2),69,70,26,180cm,76kg,"LM, CAM, ST",1,£1.5M,£4.5K
Bartosz Slisz,Poland , Legia Warszawa , Poland Ekstraklasa (1),69,76,23,180cm,76kg,"CDM, CM",1,£2.4M,£3.7K
Gaston Togni,Argentina , Defensa y Justicia , Argentina Primera Division (1),70,71,24,180cm,76kg,"LM, LWB, LW",1,£1.8M,£6.8K
Esteban Pavez,Chile , Colo-Colo , CONMEBOL Libertadores,72,72,32,180cm,76kg,"CDM, CM",1,£1.4M,£12.5K
Gustavo Lobateiro,Brazil , Internacional , CONMEBOL Sudamericana,72,72,22,180cm,76kg,"CAM, ST, CF",1,£2.5M,£13.5K
Jakub Hromada,Slovakia , Slavia Praha , Rest of World,73,74,26,180cm,76kg,"CDM, CM",1,£2.9M,£18K
Matty Smith,Scotland , Shelbourne , Rep. Ireland Premier Division (1),59,60,25,180cm,76kg,"LW, RW, ST",1,£240K,£500
Eduardo Jimenez,Ecuador , , ,57,64,22,180cm,76kg,GK,1,£250K,£500
Jannik Graf,Germany , Jahn Regensburg , Germany 2. Bundesliga (2),56,70,17,180cm,76kg,ST,1,£300K,£500
Caolan Lavery,Northern Ireland , Doncaster Rovers , England League Two (4),59,59,29,180cm,76kg,ST,1,£200K,£3.3K
Dara Keane,Republic of Ireland , UCD , Rep. Ireland Premier Division (1),55,59,23,180cm,76kg,"CM, CDM",1,£160K,£500
Robert Slevin,Republic of Ireland , Finn Harps , Rep. Ireland Premier Division (1),55,64,24,180cm,76kg,CB,1,£240K,£500
Yang Zihao,China PR , Tianjin Jinmen Tiger , China Super League (1),54,63,21,180cm,76kg,"LWB, LB, CB",1,£210K,£900
Dan Davies,Wales , Wrexham , Rest of World,52,69,17,180cm,76kg,LWB,1,£60K,£500
Manoj Mohammad,India , Hyderabad FC , Indian Super League (1),53,60,23,180cm,76kg,LB,1,£160K,£1.6K
Gerard Moreno,Spain , Villarreal CF , Spain Primera Division (1),85,85,30,180cm,77kg,ST,2,£47.5M,£58K
Ben Chilwell,England , Chelsea , England Premier League (1),81,84,25,180cm,77kg,"LWB, LB",2,£28.5M,£91K
Solly March,England , Brighton & Hove Albion , England Premier League (1),79,79,28,180cm,77kg,RM,1,£16M,£66K
Martin Braithwaite,Denmark , RCD Espanyol , Spain Primera Division (1),78,78,31,180cm,77kg,"LM, ST",2,£10.5M,£19K
Sheraldo Becker,Suriname , 1. FC Union Berlin , Germany 1. Bundesliga (1),77,77,27,180cm,77kg,"ST, RM",1,£10.5M,£30.5K
Nadiem Amiri,Germany , Bayer 04 Leverkusen , Germany 1. Bundesliga (1),77,79,25,180cm,77kg,"CAM, CM",2,£12M,£40K
Tolgay Arslan,Germany , Udinese , Italy Serie A (1),75,75,32,180cm,77kg,"CDM, CM",1,£3.4M,£13.5K
Alistair Johnston,Canada , Celtic , Scotland Premiership (1),74,77,23,180cm,77kg,RB,1,£4.8M,£30K
Diego Rubio,Chile , Colorado Rapids , USA Major League Soccer (1),73,73,29,180cm,77kg,"ST, CAM",1,£2.7M,£7.5K
Miltisco Paulino,Brazil , Santos , CONMEBOL Sudamericana,72,72,22,180cm,77kg,CB,1,£2.2M,£10.5K
Leonardo,Brazil , Changchun Yatai , China Super League (1),72,76,25,180cm,77kg,ST,1,£3M,£8K
Marco Mancosu,Italy , Cagliari , Italy Serie B (2),72,72,34,180cm,77kg,"CAM, CF, CM",1,£1000K,£3.7K
Franck Boli,Ivory Coast , Portland Timbers , USA Major League Soccer (1),71,71,28,180cm,77kg,ST,1,£1.7M,£5.8K
Amari'i Bell,Jamaica , Luton Town , England Championship (2),71,71,28,180cm,77kg,"LWB, CB",1,£1.5M,£18.5K
Jackson Muleka,DR Congo , Be_ikta_ , Turkey S√ºper Lig (1),70,73,22,180cm,77kg,"RW, ST, LW",1,£2M,£21K
Adam Gnezda Cerin,Slovenia , Panathinaikos , Rest of World,70,75,23,180cm,77kg,CM,1,£2.2M,£8.2K
Dimitri Bisoli,Italy , Brescia , Italy Serie B (2),70,70,28,180cm,77kg,"CM, CDM",1,£1.4M,£3K
Nicolas Viola,Italy , Cagliari , Italy Serie B (2),70,70,32,180cm,77kg,"CM, CDM",1,£1.1M,£2.9K
Ahmet Arslan,Germany , Dynamo Dresden , Germany 3. Liga (3),69,69,28,180cm,77kg,"CM, CDM, CAM",1,£1.3M,£4.4K
Wilder Cartagena,Peru , Orlando City SC , USA Major League Soccer (1),69,70,27,180cm,77kg,"CDM, CM",1,£1.3M,£3.5K
Jonny Howson,England , Middlesbrough , England Championship (2),69,69,34,180cm,77kg,"CM, CDM",1,£575K,£12K
Juan Caicedo,Colombia , Deportes Tolima , CONMEBOL Libertadores,69,69,33,180cm,77kg,ST,1,£800K,£9.7K
Luciano Ursino,Bolivia , The Strongest , CONMEBOL Libertadores,69,69,33,180cm,77kg,"CAM, RW, CM",1,£775K,£12K
Leandro Bacuna,Netherlands Antilles , Watford , England Championship (2),68,68,31,180cm,77kg,"CDM, RW",1,£750K,£13.5K
Perry Ng,England , Cardiff City , England Championship (2),68,71,26,180cm,77kg,"CB, RB",1,£1.3M,£11K
Hamdan Al Shamrani,Saudi Arabia , Al Ittihad , Saudi Pro League (1),68,71,25,180cm,77kg,"LB, CB, LM",1,£1.3M,£11K
Juan Sanchez Purata,Mexico , Atlanta United FC , USA Major League Soccer (1),68,74,24,180cm,77kg,CB,1,£1.6M,£2.5K
Allahyar Sayyadmanesh,Iran , Hull City , England Championship (2),68,79,21,180cm,77kg,"LW, ST, RW",1,£2.4M,£5.5K
Kevin Bua,Switzerland , FC Sion , Switzerland Super League (1),68,68,29,180cm,77kg,"LM, LW",1,£1.1M,£9.3K
Niels Nkounkou,France , AS Saint-Etienne , France Ligue 2 (2),67,76,21,180cm,77kg,"LB, LWB",1,£2M,£2K
Brayan Vera,Colombia , Real Salt Lake , USA Major League Soccer (1),67,74,23,180cm,77kg,"LB, CB",1,£1.7M,£2.1K
Malik Batmaz,Turkey , Karlsruher SC , Germany 2. Bundesliga (2),67,72,22,180cm,77kg,"ST, LM, RM",1,£1.4M,£4.7K
Edson Castillo,Venezuela , , ,67,68,28,180cm,77kg,"CDM, CM",1,£875K,£500
Hassani Dotson,United States , Minnesota United FC , USA Major League Soccer (1),66,70,25,180cm,77kg,"CDM, LM, CAM",1,£975K,£2K
Onur Ayik,Turkey , Umraniyespor , Turkey S√ºper Lig (1),65,65,32,180cm,77kg,"RM, LM",1,£500K,£3.5K
Ricardinho,Portugal , FC Voluntari , Romania Liga I (1),65,65,28,180cm,77kg,"CB, RB, RWB",1,£550K,£3.1K
Motaz Hawsawi,Saudi Arabia , Al Taawoun , Saudi Pro League (1),65,65,30,180cm,77kg,CB,1,£525K,£5.2K
Alper Uludag,Turkey , Giresunspor , Turkey S√ºper Lig (1),65,65,31,180cm,77kg,LB,1,£475K,£3.2K
Benjamin Santelli,France , SC Bastia , France Ligue 2 (2),65,65,30,180cm,77kg,ST,1,£625K,£1.7K
Jakub Holubek,Slovakia , Piast Gliwice , Poland Ekstraklasa (1),64,64,31,180cm,77kg,"LB, LM",1,£375K,£2.1K
Luca Martinez Dupuy,Mexico , Rosario Central , Argentina Primera Division (1),64,76,21,180cm,77kg,ST,1,£1.3M,£2.9K
Franck Evina,Cameroon , SV Sandhausen , Germany 2. Bundesliga (2),64,72,22,180cm,77kg,"LM, ST, LW",1,£1.2M,£1.7K
Max Dombrowka,Germany , SV Meppen , Germany 3. Liga (3),64,64,30,180cm,77kg,"LB, RB, CDM",1,£450K,£701
